Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010]
North Macedonia,MKD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
North Macedonia,MKD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
North Macedonia,MKD,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Norway,NOR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,6.95,6.86,6.8,6.64,6.22
Norway,NOR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.18,1.8,2.99,3.74,4.6
Norway,NOR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.19,0.3,0.49,0.64,0.77
Norway,NOR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.71,8.13,7.63,8.42,10.05
Norway,NOR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,0.76,1.98,0.07,0.27,5.74
Norway,NOR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,0.6,1.81828,0.1,..,..
Oman,OMN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Oman,OMN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Oman,OMN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Oman,OMN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Oman,OMN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Oman,OMN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,17.47921
Pakistan,PAK,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.95,1.24,1.64,1.94,2.66
Pakistan,PAK,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.58,0.84,1.19,1.67,2.16
Pakistan,PAK,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.05,0.06,0.09,0.26,0.2
Pakistan,PAK,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.05,2.71,4.2,4.86,6.42
Pakistan,PAK,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,79.66,74.31,66.19,60.24,45.38
Pakistan,PAK,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,51.40585
Palau,PLW,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Palau,PLW,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Palau,PLW,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Palau,PLW,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Palau,PLW,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Palau,PLW,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Panama,PAN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.88,4.51,4.9,5.16,5.27
Panama,PAN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.19,1.93,2.4,2.95,3.27
Panama,PAN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.13,0.23,0.35,0.62,0.73
Panama,PAN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.21,7.87,8.4,9.18,8.76
Panama,PAN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,21.04,14.09,9.43,7.35,7.19
Panama,PAN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,24.9,18.27486,11.56869,9.08387,7.34975
Papua New Guinea,PNG,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.98,1.57,2.37,2.92,3.57
Papua New Guinea,PNG,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.35,0.53,0.66,0.52,0.66
Papua New Guinea,PNG,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.02,0.02,0.04,0.03
Papua New Guinea,PNG,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.03,3.93,4.44,3.56,4.41
Papua New Guinea,PNG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,75.47,67.73,55.67,44.85,37.93
Papua New Guinea,PNG,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Paraguay,PRY,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.4,3.99,4.41,4.42,5.11
Paraguay,PRY,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.68,1.11,1.51,1.6,2.22
Paraguay,PRY,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.06,0.1,0.2,0.21,0.23
Paraguay,PRY,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5,6.08,6.72,6.35,7.7
Paraguay,PRY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,15.72,10.65,7.37,7.05,3.49
Paraguay,PRY,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Peru,PER,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.95,3.84,4.13,4.82,5.22
Peru,PER,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.26,1.93,2.46,3.09,3.08
Peru,PER,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.15,0.34,0.65,0.94,0.58
Peru,PER,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.77,7.42,8.22,9.23,8.94
Peru,PER,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,27.86,17.61,14.2,9.53,5.13
Peru,PER,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,6.83638
Philippines,PHL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.95,3.92,4.55,4.93,5.35
Philippines,PHL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.39,1.8,2.04,2.29,2.5
Philippines,PHL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.37,0.49,0.51,0.65,0.57
Philippines,PHL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.97,7.26,7.57,8.04,8.76
Philippines,PHL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,15.26,8.64,5.2,5.4,2.72
Philippines,PHL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,19.80782,11.71171,6.7,4.17209,2.4921
Poland,POL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,6.06,6.66,6.94,7.24,7.39
Poland,POL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.13,1.26,1.94,2.68,3.32
Poland,POL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.15,0.14,0.19,0.34,0.61
Poland,POL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.21,8.54,8.39,8.28,8.05
Poland,POL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,3.91,2.17,1.73,2.34,0.27
Poland,POL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,5.2,..,..,..,0.32816
Portugal,PRT,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.34,3.33,4.03,4.56,4.88
Portugal,PRT,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.55,1.22,1.75,2.53,2.35
Portugal,PRT,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.04,0.1,0.22,0.34,0.3
Portugal,PRT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.6,8.17,8.3,10.53,8.76
Portugal,PRT,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,37.8,21.9,13.02,9.2,10.33
Portugal,PRT,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,44.33843,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Puerto Rico,PRI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Puerto Rico,PRI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Puerto Rico,PRI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,14.45343,7.96878,4.55193,4.81755,..
Qatar,QAT,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.07,2.63,3.08,3.58,5.07
Qatar,QAT,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.4,1.76,2.09,2.52,2.83
Qatar,QAT,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.31,0.36,0.41,0.5,0.53
Qatar,QAT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.37,5.66,6.44,7.18,9.12
Qatar,QAT,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,63.11,52.84,45.07,36.77,3.59
Qatar,QAT,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,3.54666
Romania,ROU,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.49,6.34,6.57,6.89,6.56
Romania,ROU,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.1,1.73,2.57,2.9,3.76
Romania,ROU,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.12,0.14,0.18,0.25,0.34
Romania,ROU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.68,8.91,8.13,9.28,7.88
Romania,ROU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,7.17,4.17,4.38,2.65,1.7
Romania,ROU,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,1.83808
Russian Federation,RUS,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.3,3.83,4.61,5.1,5.14
Russian Federation,RUS,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.48,3.32,3.94,4.48,4.71
Russian Federation,RUS,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.17,0.44,0.9,1.32,1.68
Russian Federation,RUS,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.27,9.98,10.82,8.99,9
Russian Federation,RUS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,5.73,6.87,6.48,1,0.89
Russian Federation,RUS,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Rwanda,RWA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.05,1.52,1.91,2.82,3.64
Rwanda,RWA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.11,0.16,0.26,0.4,0.68
Rwanda,RWA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.01,0.01,0.02,0.04
Rwanda,RWA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.15,2.4,3.22,5.12,5.8
Rwanda,RWA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,76.33,66.42,60.04,53.66,45.18
Rwanda,RWA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Samoa,WSM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Samoa,WSM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
San Marino,SMR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
San Marino,SMR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Sao Tome and Principe,STP,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Sao Tome and Principe,STP,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Saudi Arabia,SAU,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.28,2.82,3.77,4.33,4.99
Saudi Arabia,SAU,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.79,1.22,1.77,2.37,3.16
Saudi Arabia,SAU,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.15,0.22,0.31,0.39,0.37
Saudi Arabia,SAU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.07,3.58,5.75,7,9.14
Saudi Arabia,SAU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,54.24,45.67,29.09,21.22,12.72
Saudi Arabia,SAU,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,27.64232,..
Senegal,SEN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.03,2.07,1.81,1.45,2.08
Senegal,SEN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.24,0.39,0.48,0.44,0.59
Senegal,SEN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.02,0.03,0.04,0.03,0.07
Senegal,SEN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.75,2.94,2.63,2,3.92
Senegal,SEN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,54.71,52.8,57.47,65.57,58.58
Senegal,SEN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Serbia,SRB,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.1,5.9,6.22,6.23,6.03
Serbia,SRB,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.61,0.98,1.44,2.41,4.35
Serbia,SRB,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.1,0.18,0.23,0.36,0.47
Serbia,SRB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.33,7.54,3.89,4.74,8.56
Serbia,SRB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,18.94,14.01,9.87,4.84,2.96
Serbia,SRB,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,3.57331
Seychelles,SYC,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Seychelles,SYC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Seychelles,SYC,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Sierra Leone,SLE,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.61,1,1.48,1.95,2.67
Sierra Leone,SLE,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.23,0.39,0.59,0.8,1.49
Sierra Leone,SLE,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.01,0.02,0.03,0.07
Sierra Leone,SLE,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.52,2.32,3.09,3.65,5.61
Sierra Leone,SLE,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,90.22,83.85,75.89,67.82,57
Sierra Leone,SLE,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Singapore,SGP,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.43,3.61,4.68,4.66,5
Singapore,SGP,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.71,1.53,1.86,3.88,4.46
Singapore,SGP,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.07,0.11,0.12,0.61,1.35
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.34,8.35,7.79,11.07,11.97
Singapore,SGP,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,34.29,29.82,10.24,19.56,15.27
Singapore,SGP,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,43.7,63.9663,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,8.19,8.4,8.44,8.46,8.04
Slovak Republic,SVK,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.21,1.59,2.01,2.46,4.24
Slovak Republic,SVK,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.1,0.15,0.24,0.29,0.54
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.53,9.02,9.37,8.31,9.97
Slovak Republic,SVK,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,0.47,0.4,1.57,2.06,0.3
Slovak Republic,SVK,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,6.4,7.24,7.53,6.88,6.39
Slovenia,SVN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.33,1.64,2.95,4.05,4.84
Slovenia,SVN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.1,0.19,0.29,0.42,0.66
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.43,8.52,8.5,8.66,8.42
Slovenia,SVN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,10.61,7.25,0.7,0.7,0.66
Slovenia,SVN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Somalia,SOM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Somalia,SOM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Somalia,SOM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Somalia,SOM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Somalia,SOM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Somalia,SOM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
South Africa,ZAF,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.52,4.08,5.24,5.35,6.21
South Africa,ZAF,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.02,1,1.46,2.17,3.38
South Africa,ZAF,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.07,0.03,0.11,0.15,0.1
South Africa,ZAF,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.68,5.6,6.65,8.2,9.43
South Africa,ZAF,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,37.78,26.29,11.24,15.5,5.65
South Africa,ZAF,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,42.17651,32.06006,..,..,7.90769
South Sudan,SSD,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
South Sudan,SSD,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
South Sudan,SSD,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
South Sudan,SSD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
South Sudan,SSD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
South Sudan,SSD,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Spain,ESP,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.62,4.71,4.62,5.04,5.52
Spain,ESP,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.84,1.84,2.17,3.31,3.97
Spain,ESP,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.13,0.25,0.23,0.58,0.78
Spain,ESP,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.38,10.7,7.98,7.57,9.6
Spain,ESP,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,34.05,28.58,25.85,15.22,2.25
Spain,ESP,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,12.88716,..,..,..,2.49066
Sri Lanka,LKA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.55,5.36,5.87,5.89,5.87
Sri Lanka,LKA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.8,1.58,2.46,3.94,3.73
Sri Lanka,LKA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.04,0.02,0.17,0.42,0.45
Sri Lanka,LKA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,9.02,8.93,10.66,12.07,10.82
Sri Lanka,LKA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,17.94,13.45,10.16,8.7,4.43
Sri Lanka,LKA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
St. Kitts and Nevis,KNA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
St. Kitts and Nevis,KNA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
St. Kitts and Nevis,KNA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
St. Kitts and Nevis,KNA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
St. Kitts and Nevis,KNA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
St. Kitts and Nevis,KNA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,2.9,1.1,..,..,..
St. Lucia,LCA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
St. Lucia,LCA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
St. Lucia,LCA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
St. Lucia,LCA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
